claim_id,work_id,metric_family,metric_name,value,unit,denominator,comparison_baseline,physical_platform,evidence_locator,source_grade,reporting_status,interpretation_limit
QE-EFF-0329,johannink2019residual,evaluation,evaluation_trial_count,20,trials/rollouts/windows/checkpoints,reported task or policy evaluation,NR,Sawyer robot,PDF pp.5–6 Sec. IV and physical result figures,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Elapsed time given for one variant; reset/operator cost NR
QE-EFF-0330,johannink2019residual,performance,reported_success_result,residual policy achieves 15/20 successes versus 2/20 for hand-engineered controller,task-defined success/result,success definition recorded for the work,Comparator embedded in value; use the same task/protocol and inspect locator,Sawyer robot,PDF pp.5–6 Sec. IV and physical result figures,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Elapsed time given for one variant; reset/operator cost NR
QE-EFF-0331,zhou2023realorl,time,reported_phase_duration,NR,NR,NR,NR,real robot manipulation platform,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,A,not_reported,Summary index only; values across phases or tasks must not be added. Metric is NR in the verified source audit; NR is not zero. Dataset totals combine training and evaluation; platform count and wall-clock program length NR
QE-EFF-0332,zhou2023realorl,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,real robot manipulation platform,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Dataset totals combine training and evaluation; platform count and wall-clock program length NR
QE-EFF-0333,zhou2023realorl,physical_interaction,physical_episodes_or_rollouts,more than 6500 total train/evaluation trajectories,episodes/rollouts/attempts,"reported physical collection, controller tests, or task run",NR,real robot manipulation platform,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,A,source_reported_approximate,Dataset totals combine training and evaluation; platform count and wall-clock program length NR
QE-EFF-0334,zhou2023realorl,control,control_frequency,NR,NR,NR,NR,real robot manipulation platform,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Dataset totals combine training and evaluation; platform count and wall-clock program length NR
QE-EFF-0335,zhou2023realorl,time,active_or_aggregate_robot_hours,more than 800,robot-hours,reported physical interaction or corpus-collection scope,NR,real robot manipulation platform,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,A,source_reported_approximate,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Dataset totals combine training and evaluation; platform count and wall-clock program length NR
QE-EFF-0336,zhou2023realorl,time,elapsed_wall_clock,NR,NR,NR,NR,real robot manipulation platform,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,A,not_reported,Program elapsed wall-clock is not reported; the separately reported algorithm compute duration is not a substitute. NR is not zero.
QE-EFF-0337,zhou2023realorl,parallelism,primary_data_robot_count,NR,NR,NR,NR,real robot manipulation platform,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Dataset totals combine training and evaluation; platform count and wall-clock program length NR
QE-EFF-0338,zhou2023realorl,compute,reported_compute_resource_or_duration,BC about 3 min; MOReL about 4 h; AWAC about 12 h; IQL 10–24 h; seed sweep about 70 h,hardware or compute-time as reported,"reported training job, model, or online system",NR,real robot manipulation platform,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,A,source_reported_approximate,Compute descriptions are not hardware-normalized and missing compute is not zero. Dataset totals combine training and evaluation; platform count and wall-clock program length NR
QE-EFF-0339,zhou2023realorl,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,real robot manipulation platform,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Dataset totals combine training and evaluation; platform count and wall-clock program length NR"
QE-EFF-0340,zhou2023realorl,evaluation,evaluation_trial_count,12,trials/rollouts/windows/checkpoints,reported task or policy evaluation,NR,real robot manipulation platform,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Dataset totals combine training and evaluation; platform count and wall-clock program length NR
QE-EFF-0341,zhou2023realorl,performance,reported_success_result,method-specific success values in result tables; corpus scale is the primary cost evidence,task-defined success/result,success definition recorded for the work,NR,real robot manipulation platform,PDF pp.1–2 abstract/introduction; p.5 dataset table; p.10 appendix summary; p.16 compute appendix,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. Dataset totals combine training and evaluation; platform count and wall-clock program length NR
QE-EFF-0342,wurss2023locality,time,reported_phase_duration,approximately 20 min wall-clock; approximately 17 min interaction,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,Unitree Go1,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,A,source_reported_approximate,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Four repeated flat-ground runs but matched algorithm ablations are primarily simulated
QE-EFF-0343,wurss2023locality,physical_interaction,physical_steps_or_transitions,20000,steps/transitions,reported physical collection or fine-tuning scope,NR,Unitree Go1,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,A,source_reported,Four repeated flat-ground runs but matched algorithm ablations are primarily simulated
QE-EFF-0344,wurss2023locality,physical_interaction,physical_episodes_or_rollouts,NR,NR,NR,NR,Unitree Go1,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Four repeated flat-ground runs but matched algorithm ablations are primarily simulated
QE-EFF-0345,wurss2023locality,control,control_frequency,1000 steps approximately 1 min,Hz,physical action/control loop where reported,NR,Unitree Go1,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,A,source_reported_approximate,Four repeated flat-ground runs but matched algorithm ablations are primarily simulated
QE-EFF-0346,wurss2023locality,time,active_or_aggregate_robot_hours,approximately 0.283 interaction-hours,robot-hours,reported physical interaction or corpus-collection scope,NR,Unitree Go1,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,A,derived,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Four repeated flat-ground runs but matched algorithm ablations are primarily simulated
QE-EFF-0347,wurss2023locality,time,elapsed_wall_clock,approximately 0.333,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,Unitree Go1,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,A,derived,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Four repeated flat-ground runs but matched algorithm ablations are primarily simulated
QE-EFF-0348,wurss2023locality,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,Unitree Go1,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. Four repeated flat-ground runs but matched algorithm ablations are primarily simulated
QE-EFF-0349,wurss2023locality,compute,reported_compute_resource_or_duration,single-GPU laptop,hardware or compute-time as reported,"reported training job, model, or online system",NR,Unitree Go1,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,A,source_reported,Compute descriptions are not hardware-normalized and missing compute is not zero. Four repeated flat-ground runs but matched algorithm ablations are primarily simulated
QE-EFF-0350,wurss2023locality,human_input,demonstration_count,0,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,Unitree Go1,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Four repeated flat-ground runs but matched algorithm ablations are primarily simulated"
QE-EFF-0351,wurss2023locality,evaluation,evaluation_trial_count,NR,NR,NR,NR,Unitree Go1,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,A,not_reported,Metric is NR in the verified source audit; NR is not zero. Four repeated flat-ground runs but matched algorithm ablations are primarily simulated
QE-EFF-0352,wurss2023locality,performance,reported_success_result,below 20k samples and approximately 20 min elapsed; approximately 17 min is interaction,task-defined success/result,success definition recorded for the work,NR,Unitree Go1,PDF p.1 abstract; p.2 Table I; p.3 system; pp.5–6 Secs. IV–V,A,source_reported_approximate,Task-specific evaluation definitions and denominators limit cross-work comparison. Four repeated flat-ground runs but matched algorithm ablations are primarily simulated
QE-EFF-0353,lancaster2024modemv2,time,reported_phase_duration,8 min planar; 8 min incline; 70 min reorientation; 140 min bin picking,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,Franka robot,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,A,source_reported,Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. One main run per task; elapsed setup and demonstration-collection time NR
QE-EFF-0354,lancaster2024modemv2,physical_interaction,physical_steps_or_transitions,NR,NR,NR,NR,Franka robot,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,A,not_reported,Metric is NR in the verified source audit; NR is not zero. One main run per task; elapsed setup and demonstration-collection time NR
QE-EFF-0355,lancaster2024modemv2,physical_interaction,physical_episodes_or_rollouts,NR,NR,NR,NR,Franka robot,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,A,not_reported,Metric is NR in the verified source audit; NR is not zero. One main run per task; elapsed setup and demonstration-collection time NR
QE-EFF-0356,lancaster2024modemv2,control,control_frequency,12.5,Hz,physical action/control loop where reported,NR,Franka robot,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,A,source_reported,One main run per task; elapsed setup and demonstration-collection time NR
QE-EFF-0357,lancaster2024modemv2,time,active_or_aggregate_robot_hours,0.133; 0.133; 1.167; 2.333 by task,robot-hours,reported physical interaction or corpus-collection scope,NR,Franka robot,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,A,derived,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. One main run per task; elapsed setup and demonstration-collection time NR
QE-EFF-0358,lancaster2024modemv2,time,elapsed_wall_clock,same as disclosed data-collection times,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,Franka robot,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,A,source_reported,Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. One main run per task; elapsed setup and demonstration-collection time NR
QE-EFF-0359,lancaster2024modemv2,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,Franka robot,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,A,source_reported,Elapsed speedup and aggregate robot-hours must be separated. One main run per task; elapsed setup and demonstration-collection time NR
QE-EFF-0360,lancaster2024modemv2,compute,reported_compute_resource_or_duration,NR,NR,NR,NR,Franka robot,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,A,not_reported,Metric is NR in the verified source audit; NR is not zero. One main run per task; elapsed setup and demonstration-collection time NR
QE-EFF-0361,lancaster2024modemv2,human_input,demonstration_count,10,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,Franka robot,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. One main run per task; elapsed setup and demonstration-collection time NR"
QE-EFF-0362,lancaster2024modemv2,evaluation,evaluation_trial_count,30,trials/rollouts/windows/checkpoints,reported task or policy evaluation,NR,Franka robot,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,A,source_reported,Task-specific evaluation definitions and denominators limit cross-work comparison. One main run per task; elapsed setup and demonstration-collection time NR
QE-EFF-0363,lancaster2024modemv2,performance,reported_success_result,all four tasks learn useful policies; in-hand reorientation reaches about 40% after slightly over 1 h,task-defined success/result,success definition recorded for the work,NR,Franka robot,PDF pp.5–6 Sec. IV and time figure; pp.9–10 appendix,A,source_reported_approximate,Task-specific evaluation definitions and denominators limit cross-work comparison. One main run per task; elapsed setup and demonstration-collection time NR
QE-EFF-0364,sharma2023medalpp,time,reported_phase_duration,10–30 h per task,as reported (minutes/hours),source-reported phase/task summary; atomic boundaries are in time_ontology.csv,NR,Franka robot,PDF p.7 Figs. 5–6 and Table 6,A,source_reported,"Summary index only; values across phases or tasks must not be added. Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Operator minutes, exact reset counts and independent repeats NR"
QE-EFF-0365,sharma2023medalpp,physical_interaction,physical_steps_or_transitions,approximately 300000 transitions per task,steps/transitions,reported physical collection or fine-tuning scope,NR,Franka robot,PDF p.7 Figs. 5–6 and Table 6,A,source_reported_approximate,"Operator minutes, exact reset counts and independent repeats NR"
QE-EFF-0366,sharma2023medalpp,physical_interaction,physical_episodes_or_rollouts,NR,NR,NR,NR,Franka robot,PDF p.7 Figs. 5–6 and Table 6,A,not_reported,"Metric is NR in the verified source audit; NR is not zero. Operator minutes, exact reset counts and independent repeats NR"
QE-EFF-0367,sharma2023medalpp,control,control_frequency,NR,NR,NR,NR,Franka robot,PDF p.7 Figs. 5–6 and Table 6,A,not_reported,"Metric is NR in the verified source audit; NR is not zero. Operator minutes, exact reset counts and independent repeats NR"
QE-EFF-0368,sharma2023medalpp,time,active_or_aggregate_robot_hours,10–30 per task,robot-hours,reported physical interaction or corpus-collection scope,NR,Franka robot,PDF p.7 Figs. 5–6 and Table 6,A,source_reported,"Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Operator minutes, exact reset counts and independent repeats NR"
QE-EFF-0369,sharma2023medalpp,time,elapsed_wall_clock,10–30 per task,elapsed minutes/hours,"reported run or task; inclusion of setup, reset, compute, and downtime is source-specific",NR,Franka robot,PDF p.7 Figs. 5–6 and Table 6,A,source_reported,"Time boundary is source-specific and is not automatically an end-to-end lifecycle cost. Operator minutes, exact reset counts and independent repeats NR"
QE-EFF-0370,sharma2023medalpp,parallelism,primary_data_robot_count,1,robots,primary learner or physical data-collection fleet; helper/reset/evaluation hardware is separated in hardware_roles.csv,NR,Franka robot,PDF p.7 Figs. 5–6 and Table 6,A,source_reported,"Elapsed speedup and aggregate robot-hours must be separated. Operator minutes, exact reset counts and independent repeats NR"
QE-EFF-0371,sharma2023medalpp,compute,reported_compute_resource_or_duration,NR,NR,NR,NR,Franka robot,PDF p.7 Figs. 5–6 and Table 6,A,not_reported,"Metric is NR in the verified source audit; NR is not zero. Operator minutes, exact reset counts and independent repeats NR"
QE-EFF-0372,sharma2023medalpp,human_input,demonstration_count,100 per task: 50 forward plus 50 backward,demonstrations/trajectories,per task or aggregate exactly as stated in value,NR,Franka robot,PDF p.7 Figs. 5–6 and Table 6,A,source_reported,"Demonstration count does not report collection skill, duration, discarded attempts, or labeling cost. Operator minutes, exact reset counts and independent repeats NR"
QE-EFF-0373,sharma2023medalpp,evaluation,evaluation_trial_count,NR,NR,NR,NR,Franka robot,PDF p.7 Figs. 5–6 and Table 6,A,not_reported,"Metric is NR in the verified source audit; NR is not zero. Operator minutes, exact reset counts and independent repeats NR"
QE-EFF-0374,sharma2023medalpp,performance,reported_success_result,performance curves reported across four tasks after long autonomous runs,task-defined success/result,success definition recorded for the work,NR,Franka robot,PDF p.7 Figs. 5–6 and Table 6,A,source_reported,"Task-specific evaluation definitions and denominators limit cross-work comparison. Operator minutes, exact reset counts and independent repeats NR"
QE-EFF-0375,zhou2023realorl,human_input,reported_human_labor,more than 270,human-hours,full reported data and evaluation lifecycle,NR,real robot manipulation platform,PDF pp.1–2; p.10,A,source_reported_approximate,Combines several collection and evaluation activities; calendar duration and staffing profile are NR.
QE-EFF-0376,sun2022relmm,maintenance,battery_service_interval,about every 5,robot-hours per battery change,long-duration physical run,NR,mobile manipulator,PDF pp.5–6,A,source_reported_approximate,"Battery exchange is disclosed, but operator-minutes and other maintenance are NR."
QE-EFF-0377,hu2023reboot,reset_recovery,learned_reset_success,0.608; 0.667; 0.367,success fraction by task,reported reset-policy evaluations for three objects/tasks,NR,custom dexterous hand/camera system,PDF appendix E/F p.20,A,source_reported,"Imperfect resets imply residual rescue and downtime costs, which are not quantified."
QE-EFF-0378,hu2023reboot,human_input,reset_demonstrations,derived 220,reset demonstrations across objects,reset-policy setup,NR,custom dexterous hand/camera system,PDF appendix E/F p.20,A,derived,"This is setup data, not task demonstrations; collection time and failed demonstrations are NR."
QE-EFF-0379,hu2023reboot,labeling,goal_images,derived 1200,goal images,400 images for each of three tasks,NR,custom dexterous hand/camera system,PDF pp.7–8; appendix E/F p.20,A,derived,Image count is not equivalent to annotation or collection time.
QE-EFF-0380,walke2023ariel,reset_recovery,external_reset_cadence,every 20–30,trials per external reset,new-task physical interaction,NR,three real-robot manipulation domains,Main PDF pp.6–7; supplement p.14 Table 5,A,source_reported_approximate,"Reset duration, operator occupancy, and task-wise variation are NR."
QE-EFF-0381,sharma2023medalpp,reset_recovery,manual_reset_cadence,first 30 min manually; then approximately hourly,manual-reset schedule,10–30 h physical task run,NR,Franka robot,PDF p.7 Figs.5–6 and Table 6,A,source_reported_approximate,Exact reset count and operator-minutes are NR; therefore autonomous-run hours are not unattended human-free hours.
QE-EFF-0382,sun2022relmm,prior_data,startup_curriculum_steps,2000,steps,startup stationary curriculum,NR,mobile manipulator,PDF pp.5–6,A,source_reported,Curriculum/setup design is part of lifecycle cost and should not be conflated with task learning hours.
QE-EFF-0383,cully2015adaptanimals,prior_data,simulated_repertoire_scale,millions,simulated behaviors,predeployment behavior repertoire,NR,six-legged robot and robot arm,"PDF p.1; Methods pp.18,20",A,source_reported_approximate,The fast physical adaptation claim depends on a large precomputed repertoire; exact compute and energy are NR.
QE-EFF-0384,chebotar2023qtransformer,prior_data,offline_dataset_composition,38000 demonstrations plus 20000 autonomous failed episodes,episodes,58k-episode fleet dataset,NR,fleet of 13 real robots,PDF p.2; p.6,A,source_reported,"Fleet robot-hours, human curation time, and program calendar duration are NR."
QE-EFF-0385,kumar2023ptr,labeling,reward_classifier_trajectories,approximately 20 positive plus 20 negative,labeled trajectories,reward-classifier setup,NR,robot arms across kitchen and door setups,PDF pp.14–16 appendix,A,source_reported_approximate,Labeling/collection time and rejected examples are NR.
QE-EFF-0386,kumar2023ptr,reset_recovery,reset_policy_demonstrations,22,demonstrations,close-door reset policy,NR,robot arms across kitchen and door setups,PDF pp.14–16 appendix,A,source_reported,Reset demonstrations are additional to target demonstrations; reset failure/rescue time is NR.
QE-EFF-0387,zhan2022ferm,human_input,demonstration_collection_time,under 10,minutes,10 demonstrations per task including resets,NR,UFACTORY xArm with two cameras,PDF p.3,A,source_reported_approximate,"Only the initial demonstration collection is timed; online operator-minutes, failed attempts, and setup time are NR."
QE-EFF-0388,kalashnikov2018qtopt,parallelism,fleet_collection_scale,7 robots; 580000 attempts; approximately 800 robot-hours,robots; attempts; aggregate robot-hours,full physical grasp corpus,NR,seven KUKA robot arms,PDF pp.1–2; p.14,A,source_reported_approximate,"Fleet parallelism provides throughput, but program wall-clock, staffing, downtime, and maintenance are NR."
QE-EFF-0389,kalashnikov2022mtopt,parallelism,fleet_dataset_scale,6–7 robots; more than 800000 episodes; 16-month program,robots; episodes; calendar duration,multi-task fleet collection,NR,six to seven KUKA IIWA robots,PDF pp.16–17,A,source_reported_approximate,"The 16-month program and aggregate episodes do not disclose robot-hours, staffing, downtime, or accelerator count."
QE-EFF-0390,gupta2021resetfreemtl,reporting_consistency,pipe_run_duration_discrepancy,over 30 h in setup description; about 25 h in result paragraph,hours,pipe task long run,NR,16-DoF D'Hand on 6-DoF Sawyer arm,PDF pp.5–8 Secs.V-B and VI-C; Fig.12,A,mixed_or_ambiguous,Both source wordings are retained; a single precise duration must not be inferred.
QE-EFF-0391,luo2024serl,time,time_to_declared_target,20 min PCB; 31 min cable; 105 min paired relocation,source-specific elapsed/interation/aggregate robot time,source-declared convergence tied to final 100-trial task evaluation,see time_ontology.csv,Franka arm,"PDF p.8 Table 2; pp.4,8",A,source_reported_approximate,"Target-linked under the declared-target rule, not proof of a preregistered threshold. Scope: three task/policy scopes; relocation covers a forward/backward pair."
QE-EFF-0392,luo2025hilserl,time,time_to_declared_target,NR,NR,NR,NR,Franka arms and task fixtures,"PDF p.13 Table 1; pp.15,33–49",A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0393,liu2026autoserl,time,time_to_declared_target,8; 8; 33; 25; 35; 45,source-specific elapsed/interation/aggregate robot time,minimum training time to 50/50 success under frozen no-intervention evaluation,see time_ontology.csv,robot manipulators; exact platforms in paper,PDF p.10 Table 1; p.12 Table 2; limitation section,B,source_reported,"Target-linked under the declared-target rule, not proof of a preregistered threshold. Scope: six task-specific minute values; never summed."
QE-EFF-0394,walke2023ariel,time,time_to_declared_target,NR,NR,NR,NR,three real-robot manipulation domains,Main PDF pp.6–7; supplement p.14 Table 5,A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0395,sun2022relmm,time,time_to_declared_target,NR,NR,NR,NR,mobile manipulator,"PDF pp.1–2,5–6; Table 1",A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0396,hu2023reboot,time,time_to_declared_target,6; 6; 5,source-specific elapsed/interation/aggregate robot time,"time to source-stated 80%, 60%, and 30% task success endpoints",see time_ontology.csv,custom dexterous hand/camera system,PDF pp.7–8; appendix E/F p.20,A,source_reported,"Target-linked under the declared-target rule, not proof of a preregistered threshold. Scope: three task-specific hour values; setup and prior replay excluded."
QE-EFF-0397,mendonca2025continuous,time,time_to_declared_target,NR,NR,NR,NR,Boston Dynamics Spot; second Spot on sweeping,"PDF pp.4,7–8,16",A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0398,stachowicz2023fastrlap,time,time_to_declared_target,typically <20 min; two courses approach human performance after 30 min,source-specific elapsed/interation/aggregate robot time,source-declared near-expert or human-level lap performance,see time_ontology.csv,small autonomous ground vehicle,"PDF pp.2–7,10; p.14 Table 4",A,source_reported_approximate,"Target-linked under the declared-target rule, not proof of a preregistered threshold. Scope: headline and plotted endpoints differ; course-specific partial scope."
QE-EFF-0399,hu2025robottrainsrobot,time,time_to_declared_target,20 min walking,source-specific elapsed/interation/aggregate robot time,source-declared successful real-world walking adaptation,see time_ontology.csv,"ToddlerBot plus UR5 teacher, ATI Mini45 and optional treadmill","PDF pp.2,6",A,source_reported_approximate,"Target-linked under the declared-target rule, not proof of a preregistered threshold. Scope: walking only; the 15 min swing-up headline has an unresolved multi-stage boundary."
QE-EFF-0400,sharma2026worldgymnast,time,time_to_declared_target,NR,NR,NR,NR,AutoEval robot setup,"PDF pp.4–7,15–16; appendix A.4 Table 5",B,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0401,zhao2025silri,time,time_to_declared_target,NR,NR,NR,NR,UR5 and Franka in arXiv v1,"PDF pp.5,7,9–10,13 Table II",B,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0402,yin2026playworld,time,time_to_declared_target,NR,NR,NR,NR,DROID hardware setup,"PDF pp.2,4–7,10,23",B,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0403,haarnoja2019walk,time,time_to_declared_target,approximately 2 h,source-specific elapsed/interation/aggregate robot time,stable forward locomotion plus reported robustness evaluations,see time_ontology.csv,Ghost Robotics Minitaur,PDF p.1 abstract; p.7 Sec. V-A; p.8 Sec. VI,A,source_reported_approximate,"Target-linked under the declared-target rule, not proof of a preregistered threshold. Scope: single physical learning run; target is qualitative rather than preregistered."
QE-EFF-0404,zhan2022ferm,time,time_to_declared_target,15–50 min,source-specific elapsed/interation/aggregate robot time,source-described optimal task policy / successful completion,see time_ontology.csv,UFACTORY xArm with two cameras,PDF p.3 Sec. III; p.4 Sec. IV and Fig. 4,A,source_reported_approximate,"Target-linked under the declared-target rule, not proof of a preregistered threshold. Scope: task-specific range; no study-wide total."
QE-EFF-0405,tebbe2021tabletennis,time,time_to_declared_target,NR,NR,NR,NR,KUKA Agilus KR 6 R900 sixx,PDF p.5 Sec. IV; p.6 Sec. V,A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0406,wu2023daydreamer,time,time_to_declared_target,1 h walking; 10 min push adaptation,source-specific elapsed/interation/aggregate robot time,source-declared walking and push-adaptation task endpoints,see time_ontology.csv,Unitree A1; UR5; xArm; Sphero Ollie,PDF p.5 Sec. 4.1; pp.6–8 Secs. 4.2–4.4; p.13 appendix figure,A,source_reported_approximate,"Target-linked under the declared-target rule, not proof of a preregistered threshold. Scope: A1 locomotion only; UR5/xArm/Sphero run durations are not target-linked."
QE-EFF-0407,kalashnikov2018qtopt,time,time_to_declared_target,approximately 440 robot-h to 78%; approximately 800 robot-h to 96%,source-specific elapsed/interation/aggregate robot time,grasp-success checkpoints on unseen objects,see time_ontology.csv,seven KUKA robot arms,PDF p.1 abstract; p.2 Sec. 1; p.14 Sec. 5.3; p.21 appendix,A,source_reported,"Target-linked under the declared-target rule, not proof of a preregistered threshold. Scope: aggregate robot-hours, not elapsed wall-clock; two checkpoints."
QE-EFF-0408,kalashnikov2022mtopt,time,time_to_declared_target,NR,NR,NR,NR,six to seven KUKA IIWA robots,"PDF p.1 abstract; pp.15–17 appendix, Table IV",A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0409,riedmiller2018sacx,time,time_to_declared_target,approximately 10 h,source-specific elapsed/interation/aggregate robot time,"approximately 100% lift success at about 1,200 episodes",see time_ontology.csv,Kinova Jaco arm,PDF p.8 Sec. 5.4 and physical-robot figure,A,source_reported_approximate,"Target-linked under the declared-target rule, not proof of a preregistered threshold. Scope: single hardware curve; first-passage checkpoint uncertainty remains."
QE-EFF-0410,nair2020awac,time,time_to_declared_target,NR,NR,NR,NR,D'Claw; Sawyer; dexterous hand,PDF p.8 Sec. 6.3; p.17 appendix robot-experiment details,B,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0411,singh2021cog,time,time_to_declared_target,NR,NR,NR,NR,WidowX robot,PDF p.8 Sec. 5.2 and real-robot table,A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0412,kumar2023ptr,time,time_to_declared_target,NR,NR,NR,NR,robot arms across kitchen and door setups,PDF pp.7–9 Sec. 5; pp.14–16 appendix; p.21 appendix,A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
QE-EFF-0413,chebotar2023qtransformer,time,time_to_declared_target,NR,NR,NR,NR,fleet of 13 real robots,PDF p.2 Sec. 1; p.6 Sec. 4 and evaluation table; p.8 compute paragraph,A,not_reported,"A duration, checkpoint, or program span may be reported elsewhere, but it is not directly linked to a declared target and identifiable stopping boundary. NR is not zero."
